Type,Class,Sets,Piece,Armor,Toughness,Initiative,Wounds,Weapon Skill,Strength,Intelligence,Willpower,Ballistic skill,Spiritual Resistance,Elemental Resistance,Corporeal Resistance,Item bonus 1,Item bonus 2,Item bonus 3,Level,Renown Rank,Talisman slot,Special slot,,Helm,Shoulders,Body,Gloves,Belt,Boots,Cloak,"Jewelry
(left)","Jewelry
(right)",Pocket,,Item bonus 1 check,Item bonus 2 check,Item bonus 3 check
Armor,Chosen,Triumphant,Belt,0,12,0,22,0,25,0,0,0,94,94,94,+2% Reduction in being Critically Hit,-,-,40,65,0,,,,,,,Triumphant,,,,,,,Reduction in being Critically Hit,0,0
Armor,Chosen,Triumphant,Body,924,15,20,40,0,0,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,68,1,,,,,Triumphant,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,Chosen,Triumphant,Boots,705,20,0,21,0,18,0,0,0,0,0,0,+2% Disrupt,-,-,40,66,1,,,,,,,,Triumphant,,,,,,Disrupt,0,0
Armor,Chosen,Triumphant,Cloak,0,21,18,10,0,10,0,0,0,94,94,94,-,-,-,40,65,1,,,,,,,,,Triumphant,,,,,0,0,0
Armor,Chosen,Triumphant,Gloves,705,20,16,17,0,0,0,0,0,0,0,0,+3% Parry,-,-,40,66,1,,,,,,Triumphant,,,,,,,,Parry,0,0
Armor,Chosen,Triumphant,Helm,825,37,16,18,0,0,0,0,0,0,0,0,+2% Dodge,-,-,40,67,1,,,Triumphant,,,,,,,,,,,Dodge,0,0
Armor,Chosen,Triumphant,Shoulders,825,26,0,20,0,20,0,0,0,0,0,0,+3% Block,-,-,40,67,1,,,,Triumphant,,,,,,,,,,Block,0,0
Armor,Chosen,Vanquisher,Belt,0,8,0,22,0,22,0,0,0,87,86,86,+2% Reduction in being Critically Hit,-,-,40,55,0,0,,,,,,Vanquisher,,,,,,,Reduction in being Critically Hit,0,0
Armor,Chosen,Vanquisher,Body,822,15,15,35,0,0,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,58,1,0,,,,Vanquisher,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,Chosen,Vanquisher,Boots,623,16,0,17,0,18,0,0,0,0,0,0,+2% Dodge,-,-,40,56,1,0,,,,,,,Vanquisher,,,,,,Dodge,0,0
Armor,Chosen,Vanquisher,Gloves,623,18,16,17,0,0,0,0,0,0,0,0,+2% Parry,-,-,40,56,1,0,,,,,Vanquisher,,,,,,,,Parry,0,0
Armor,Chosen,Vanquisher,Helm,723,34,13,15,0,0,0,0,0,0,0,0,+2% Disrupt,-,-,40,57,1,0,,Vanquisher,,,,,,,,,,,Disrupt,0,0
Armor,Chosen,Vanquisher,Shoulders,723,26,0,20,0,16,0,0,0,0,0,0,+2% Block,-,-,40,57,1,0,,,Vanquisher,,,,,,,,,,Block,0,0
Armor,Chosen,Victorious,Belt,0,0,20,17,0,26,0,0,0,94,94,94,+2% Melee Critical Chance,-,-,40,65,0,,,,,,,Victorious,,,,,,,Melee Critical Chance,0,0
Armor,Chosen,Victorious,Body,924,0,0,17,20,40,0,0,0,0,0,0,+3% Reduced Armor Penetration,-,-,40,68,1,,,,,Victorious,,,,,,,,,Reduced Armor Penetration,0,0
Armor,Chosen,Victorious,Boots,705,0,14,17,0,20,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,66,1,,,,,,,,Victorious,,,,,,Melee Critical Chance,0,0
Armor,Chosen,Victorious,Cloak,0,10,10,18,0,21,0,0,0,94,94,94,-,-,-,40,65,1,,,,,,,,,Victorious,,,,,0,0,0
Armor,Chosen,Victorious,Gloves,705,0,0,14,17,22,0,0,0,0,0,0,+3% Reduced Chance to be Parried,-,-,40,66,1,,,,,,Victorious,,,,,,,,Reduced Chance to be Parried,0,0
Armor,Chosen,Victorious,Helm,825,0,0,16,20,35,0,0,0,0,0,0,+2% Parry,-,-,40,67,1,,,Victorious,,,,,,,,,,,Parry,0,0
Armor,Chosen,Victorious,Shoulders,825,0,0,28,21,20,0,0,0,0,0,0,+20 Melee Power,-,-,40,67,1,,,,Victorious,,,,,,,,,,Melee Power,0,0
Armor,Chosen,Warlord,Belt,0,0,23,16,0,15,0,0,0,102,101,101,+2% Disrupt,-,-,40,70,0,0,,,,,,Warlord,,,,,,,Disrupt,0,0
Armor,Chosen,Warlord,Body,969,24,10,24,17,10,0,0,0,0,0,0,+80 Hit Points Every four Seconds,-,-,40,73,1,0,,,,Warlord,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,Chosen,Warlord,Boots,723,30,0,14,18,0,0,0,0,0,0,0,+40 Hit Points Every four Seconds,+2% Parry,-,40,71,1,0,,,,,,,Warlord,,,,,,Hit Points Every four Seconds,Parry,0
Armor,Chosen,Warlord,Cloak,0,25,21,10,0,10,0,0,0,101,101,102,+2% Parry,-,-,40,70,1,0,,,,,,,,Warlord,,,,,Parry,0,0
Armor,Chosen,Warlord,Gloves,723,18,0,0,30,14,0,0,0,0,0,0,+1% Reduction in being Critically Hit,+1% Reduced Armor Penetration,-,40,71,1,0,,,,,Warlord,,,,,,,,Reduction in being Critically Hit,Reduced Armor Penetration,0
Armor,Chosen,Warlord,Helm,858,34,0,16,0,21,0,0,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,72,1,0,,Warlord,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,Chosen,Warlord,Jewelry,0,25,14,15,0,0,0,0,0,87,87,86,+3 AP Per Second,-,-,40,73,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,Chosen,Warlord,Shoulders,858,21,21,31,0,0,0,0,0,0,0,0,+3% Dodge,-,-,40,72,1,0,,,Warlord,,,,,,,,,,Dodge,0,0
Armor,DoK,Annihilator,Body,472,0,14,23,0,0,0,32,0,0,0,0,+60 Hit Points Every four Seconds,-,-,35,39,1,0,,,,Annihilator,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,DoK,Annihilator,Boots,366,10,13,0,0,0,0,21,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Annihilator,,,,,,Dodge,0,0
Armor,DoK,Annihilator,Gloves,366,11,9,14,0,0,0,23,0,0,0,0,-,-,-,35,36,1,0,,,,,Annihilator,,,,,,,,0,0,0
Armor,DoK,Annihilator,Helm,424,12,0,13,0,0,0,25,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Annihilator,,,,,,,,,,,Disrupt,0,0
Armor,DoK,Annihilator,Shoulders,406,0,0,14,14,24,0,0,0,0,30,25,-,-,-,40,0,1,0,,,Annihilator,,,,,,,,,,0,0,0
Jewelry,DoK,Beastlord,BL Jewelry,0,0,0,0,13,24,0,0,0,60,60,64,+1 AP Per Second,-,-,40,0,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,DoK,Beastlord,Body,450,0,0,27,0,14,0,0,0,30,0,30,+3% Block,-,-,40,0,1,0,,,,Beastlord,,,,,,,,,Block,0,0
Armor,DoK,Beastlord,Cloak,0,0,0,32,0,24,0,0,0,72,84,72,-,-,-,40,0,1,0,,,,,,,,Beastlord,,,,,0,0,0
Armor,DoK,Beastlord,Helm,406,0,0,20,12,20,0,0,0,25,0,30,-,-,-,40,0,1,0,,Beastlord,,,,,,,,,,,0,0,0
Pocket,DoK,Beastlord,Pocket,0,0,0,0,0,0,0,0,0,0,0,0,On Use: Increases AP Regeneration for 15s on all party members,-,-,40,0,0,0,,,,,,,,,,,Beastlord,,0,0,0
Armor,DoK,Beastlord,Shoulders,406,0,0,14,14,24,0,0,0,0,30,25,-,-,-,40,0,1,0,,,Beastlord,,,,,,,,,,0,0,0
Armor,DoK,Bloodlord,Belt,0,0,16,12,0,22,0,0,0,91,91,91,+1% Dodge,+2% Parry,-,40,,0,0,,,,,,Bloodlord,,,,,,,Dodge,Parry,0
Armor,DoK,Bloodlord,Body,584,0,12,16,20,30,0,0,0,0,0,0,+2 AP Per Second,-,-,40,,1,0,,,,Bloodlord,,,,,,,,,AP Per Second,0,0
Armor,DoK,Bloodlord,Boots,442,0,18,10,0,27,0,0,0,0,0,0,+2% Dodge,-,-,40,,1,0,,,,,,,Bloodlord,,,,,,Dodge,0,0
Armor,DoK,Bloodlord,Cloak,0,0,12,16,0,30,0,0,0,91,91,91,+1% Melee Critical Chance,-,-,40,,0,0,,,,,,,,Bloodlord,,,,,Melee Critical Chance,0,0
Armor,DoK,Bloodlord,Gloves,442,0,15,10,16,26,0,0,0,0,0,0,-,-,-,40,,1,0,,,,,Bloodlord,,,,,,,,0,0,0
Armor,DoK,Bloodlord,Helm,514,19,0,18,0,29,0,0,0,0,0,0,+2% Armor Penetration,-,-,40,,1,0,,Bloodlord,,,,,,,,,,,Armor Penetration,0,0
Armor,DoK,Bloodlord,Shoulders,514,0,10,21,0,27,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,,1,0,,,Bloodlord,,,,,,,,,,Melee Critical Chance,0,0
Jewelry,DoK,Bloodmoon,Jewelry,0,0,12,15,10,24,0,0,24,79,78,78,-,-,-,63,0,0,0,,,,,,,,,,,,,0,0,0
Armor,DoK,Conqueror,Belt,0,0,12,6,0,0,0,18,0,83,77,83,+36 Healing power,-,-,40,42,0,0,,,,,,Conqueror,,,,,,,Healing Power,0,0
Armor,DoK,Conqueror,Body,510,19,0,13,0,0,0,33,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Conqueror,,,,,,,,,AP Per Second,0,0
Armor,DoK,Conqueror,Boots,392,0,10,16,0,0,0,14,0,0,0,0,+2% Healing Critical Chance,-,-,40,40,1,0,,,,,,,Conqueror,,,,,,Healing Critical Chance,0,0
Armor,DoK,Conqueror,Gloves,392,15,0,8,0,0,0,25,0,0,0,0,+2% Disrupt,-,-,40,41,1,0,,,,,Conqueror,,,,,,,,Disrupt,0,0
Armor,DoK,Conqueror,Helm,450,10,0,30,0,0,0,17,0,0,0,0,+2% Dodge,-,-,40,44,1,0,,Conqueror,,,,,,,,,,,Dodge,0,0
Armor,DoK,Conqueror,Shoulders,450,16,0,12,0,0,0,29,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,43,1,0,,,Conqueror,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,DoK,Dominator,Belt,0,18,0,12,0,6,0,0,0,83,77,83,+36 Melee Power,-,-,40,42,0,0,,,,,,Dominator,,,,,,,Melee Power,0,0
Armor,DoK,Dominator,Body,510,13,0,19,0,33,0,0,0,0,0,0,+3 AP Per Second,-,-,40,45,1,0,,,,Dominator,,,,,,,,,AP Per Second,0,0
Armor,DoK,Dominator,Boots,392,0,0,10,14,16,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,40,1,0,,,,,,,Dominator,,,,,,Melee Critical Chance,0,0
Armor,DoK,Dominator,Gloves,392,0,0,8,25,15,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,41,1,0,,,,,Dominator,,,,,,,,Reduced Chance to be Parried,0,0
Armor,DoK,Dominator,Helm,450,0,0,17,10,30,0,0,0,0,0,0,+2% Reduced Chance to be Blocked,-,-,40,44,1,0,,Dominator,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Armor,DoK,Dominator,Shoulders,450,18,0,0,12,29,0,0,0,0,0,0,+10% Auto Attack Haste,-,-,0,43,1,0,,,Dominator,,,,,,,,,,Auto Attack Haste,0,0
Jewelry,DoK,Genesis Curative,Aspect,0,0,24,0,0,0,0,0,0,64,64,64,+36 Healing power,-,-,36,0,0,0,,,,,,,,,,,,,Healing Power,0,0
Armor,DoK,Genesis Curative,Cloak,0,0,0,0,0,0,0,28,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Curative,,,,,AP Per Second,0,0
Jewelry,DoK,Genesis Curative,Fragment,0,0,0,0,0,0,0,24,0,57,57,57,+1% Dodge,+1% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,DoK,Genesis Curative,Remnant,0,0,0,24,0,0,0,24,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,DoK,Genesis Curative,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,DoK,Genesis Undying,Aspect,0,24,24,0,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Armor,DoK,Genesis Undying,Cloak,0,28,0,0,0,0,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Undying,,,,,AP Per Second,0,0
Jewelry,DoK,Genesis Undying,Fragment,0,0,0,14,0,0,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,DoK,Genesis Undying,Remnant,0,24,0,24,0,0,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,DoK,Genesis Undying,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,DoK,Genesis Warrior,Aspect,0,0,24,0,0,0,0,0,0,64,64,64,+36 Melee Power,-,-,36,0,0,0,,,,,,,,,,,,,Melee Power,0,0
Armor,DoK,Genesis Warrior,Cloak,0,0,0,0,0,28,0,0,0,53,53,53,+4 AP Per Second,-,-,36,0,0,0,,,,,,,,Genesis Warrior,,,,,AP Per Second,0,0
Jewelry,DoK,Genesis Warrior,Fragment,0,0,0,0,0,14,0,0,0,53,53,53,+3% Parry,-,-,36,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,DoK,Genesis Warrior,Remnant,0,0,0,24,0,24,0,0,0,64,64,64,-,-,-,36,0,0,0,,,,,,,,,,,,,0,0,0
Jewelry,DoK,Genesis Warrior,Shard,0,0,0,0,0,0,0,0,0,55,55,55,+2% Dodge,+2% Disrupt,-,36,0,0,0,,,,,,,,,,,,,Dodge,Disrupt,0
Jewelry,DoK,Gunbad Amber,Exquisite,0,0,0,12,30,0,0,0,0,55,55,55,+2% Reduced Chance to be Parried,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Parried,0,0
Jewelry,DoK,Gunbad Amber,Rough,0,0,12,0,28,0,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Jewelry,DoK,Gunbad Diamond,Exquisite,0,0,12,30,0,0,0,0,0,55,55,55,+3% Reduction in being Critically Hit,-,-,40,0,0,0,,,,,,,,,,,,,Reduction in being Critically Hit,0,0
Jewelry,DoK,Gunbad Diamond,Rough,0,12,0,28,0,0,0,0,0,52,52,52,+2% Block,-,-,40,0,0,0,,,,,,,,,,,,,Block,0,0
Jewelry,DoK,Gunbad Emerald,Exquisite,0,0,12,0,0,0,0,30,0,55,55,55,+12 Healing Power,-,-,40,0,0,0,,,,,,,,,,,,,Healing Power,0,0
Jewelry,DoK,Gunbad Emerald,Rough,0,0,0,0,0,0,12,28,0,52,52,52,+2% Dodge,-,-,40,0,0,0,,,,,,,,,,,,,Dodge,0,0
Jewelry,DoK,Gunbad Jet,Exquisite,0,0,12,0,0,0,30,0,0,55,55,55,+2% Reduced Chance to be Disrupted,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Disrupted,0,0
Jewelry,DoK,Gunbad Jet,Rough,0,0,0,12,0,0,28,0,0,52,52,52,+2% Disrupt,-,-,40,0,0,0,,,,,,,,,,,,,Disrupt,0,0
Jewelry,DoK,Gunbad Ruby,Exquisite,0,0,12,0,0,30,0,0,0,55,55,55,+2% Reduced Chance to be Blocked,-,-,40,0,0,0,,,,,,,,,,,,,Reduced Chance to be Blocked,0,0
Jewelry,DoK,Gunbad Ruby,Rough,0,0,0,12,0,28,0,0,0,52,52,52,+2% Parry,-,-,40,0,0,0,,,,,,,,,,,,,Parry,0,0
Armor,DoK,Imperator,Helm,475,0,0,12,24,28,0,,0,0,0,0,+5% Auto Attack Haste,+1% Reduced Chance to be Parried,-,40,0,1,0,,Imperator,,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,DoK,Imperator,Shoulders,475,12,0,0,29,23,0,,0,0,0,0,+5% Auto Attack Haste,+1% Reduced Chance to be Parried,-,40,0,1,0,,,Imperator,,,,,,,,,,Auto Attack Haste,Reduced Chance to be Parried,0
Armor,DoK,Invader,Belt,0,0,0,12,0,0,0,18,0,91,91,91,+2% Dodge,+2% Disrupt,-,40,60,0,0,,,,,,Invader,,,,,,,Dodge,Disrupt,0
Armor,DoK,Invader,Body,584,16,21,12,0,0,0,36,0,0,0,0,+1 AP Per Second,-,-,40,63,1,0,,,,Invader,,,,,,,,,AP Per Second,0,0
Armor,DoK,Invader,Boots,442,0,18,0,0,0,0,22,0,0,0,0,+2% Disrupt,+3 Morale Per Second,-,40,61,1,0,,,,,,,Invader,,,,,,Disrupt,Morale Per Second,0
Armor,DoK,Invader,Gloves,442,15,0,17,0,0,0,25,0,0,0,0,+1% Healing Critical Chance,-,-,40,61,1,0,,,,,Invader,,,,,,,,Healing Critical Chance,0,0
Armor,DoK,Invader,Helm,514,0,18,13,0,0,0,29,0,0,0,0,+3% Reduced Armor Penetration,-,-,40,62,1,0,,Invader,,,,,,,,,,,Reduced Armor Penetration,0,0
Jewelry,DoK,Invader,Inv Jewelry,0,0,0,27,0,0,0,12,0,79,78,78,+2 Morale Per Second,+2% Reduced Armor Penetration,-,40,63,0,0,,,,,,,,,,,,,Morale Per Second,Reduced Armor Penetration,0
Armor,DoK,Invader,Shoulders,514,12,0,20,0,0,0,26,0,0,0,0,+2% Healing Critical Chance,-,-,40,62,1,0,,,Invader,,,,,,,,,,Healing Critical Chance,0,0
Armor,DoK,Mercenary,Body,472,0,0,12,17,30,0,0,0,0,0,0,+3 AP Per Second,-,-,35,39,1,0,,,,Mercenary,,,,,,,,,AP Per Second,0,0
Armor,DoK,Mercenary,Boots,366,10,0,0,13,21,0,0,0,0,0,0,+2% Dodge,-,-,35,35,1,0,,,,,,,Mercenary,,,,,,Dodge,0,0
Armor,DoK,Mercenary,Gloves,366,0,9,11,14,23,0,0,0,0,0,0,-,-,-,35,36,1,0,,,,,Mercenary,,,,,,,,0,0,0
Armor,DoK,Mercenary,Helm,424,15,0,0,25,13,0,0,0,0,0,0,+2% Disrupt,-,-,35,38,1,0,,Mercenary,,,,,,,,,,,Disrupt,0,0
Armor,DoK,Mercenary,Shoulders,424,12,0,0,18,25,0,0,0,0,0,0,+1% Reduction in being Critically Hit,-,-,35,37,1,0,,,Mercenary,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,DoK,Onslaught,Body,518,16,0,25,0,0,0,22,0,0,0,0,+72 Hit Points Every four Seconds,-,-,40,32,1,0,,,,Onslaught,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,DoK,Onslaught,Boots,406,14,18,18,0,0,0,0,0,0,0,0,+2% Dodge,-,-,40,32,1,0,,,,,,,Onslaught,,,,,,Dodge,0,0
Armor,DoK,Onslaught,Gloves,406,12,12,16,0,0,0,24,0,0,0,0,-,-,-,40,32,1,0,,,,,Onslaught,,,,,,,,0,0,0
Armor,DoK,Onslaught,Helm,462,18,0,27,0,0,0,16,0,0,0,0,+1% Reduction in being Critically Hit,-,-,40,32,1,0,,Onslaught,,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,DoK,Onslaught,Shoulders,462,20,0,16,0,0,0,22,0,0,0,0,+2% Disrupt,-,-,40,32,1,0,,,Onslaught,,,,,,,,,,Disrupt,0,0
Armor,DoK,Oppressor,Belt,0,0,0,18,13,12,0,0,0,87,86,86,+32 Melee Power,-,-,40,55,0,0,,,,,,Oppressor,,,,,,,Melee Power,0,0
Armor,DoK,Oppressor,Body,548,0,10,22,0,38,0,0,0,0,0,0,+3 AP Per Second,-,-,40,58,1,0,,,,Oppressor,,,,,,,,,AP Per Second,0,0
Armor,DoK,Oppressor,Boots,418,0,0,18,13,12,0,0,0,0,0,0,+2% Melee Critical Chance,-,-,40,56,1,0,,,,,,,Oppressor,,,,,,Melee Critical Chance,0,0
Armor,DoK,Oppressor,Gloves,418,0,0,0,11,22,0,0,0,0,0,0,+18 Melee Power,+2% Reduced Chance to be Parried,-,40,56,1,0,,,,,Oppressor,,,,,,,,Melee Power,Reduced Chance to be Parried,0
Armor,DoK,Oppressor,Helm,482,0,12,16,0,34,0,0,0,0,0,0,+10% Auto Attack Haste,-,-,40,57,1,0,,Oppressor,,,,,,,,,,,Auto Attack Haste,0,0
Armor,DoK,Oppressor,Shoulders,482,0,20,12,0,24,0,0,0,0,0,0,+3% Parry,-,-,40,57,1,0,,,Oppressor,,,,,,,,,,Parry,0,0
Armor,DoK,Overlord,Helm,475,0,14,10,0,0,0,28,0,0,0,0,+2% Reduction in being Critically Hit,+12 Healing Power,-,40,0,1,0,,Overlord,,,,,,,,,,,Reduction in being Critically Hit,Healing Power,0
Armor,DoK,Overlord,Shoulders,475,18,14,12,0,0,0,23,0,0,0,0,+2% Reduction in being Critically Hit,-,-,40,0,1,0,,,Overlord,,,,,,,,,,Reduction in being Critically Hit,0,0
Armor,DoK,Rare Fortune,Body,480,0,17,19,0,0,0,28,0,0,0,0,+3% Reduced Armor Penetration,-,-,39,0,1,0,,,,Rare Fortune,,,,,,,,,Reduced Armor Penetration,0,0
Armor,DoK,Rare Fortune,Boots,380,11,10,0,0,0,0,25,0,0,0,0,+2% Dodge,-,-,37,0,1,0,,,,,,,Rare Fortune,,,,,,Dodge,0,0
Armor,DoK,Rare Fortune,Gloves,380,11,10,13,0,0,0,24,0,0,0,0,-,-,-,37,0,1,0,,,,,Rare Fortune,,,,,,,,0,0,0
Armor,DoK,Rare Fortune,Helm,430,0,16,14,0,0,0,29,0,0,0,0,+12 Healing Power,-,-,38,0,1,0,,Rare Fortune,,,,,,,,,,,Healing Power,0,0
Armor,DoK,Rare Fortune,Shoulders,430,0,16,17,0,0,0,24,0,0,0,0,+1% Healing Critical Chance,-,-,39,0,1,0,,,Rare Fortune,,,,,,,,,,Healing Critical Chance,0,0
Armor,DoK,Redeye,Body,480,27,0,17,0,0,0,17,0,0,0,0,+3 AP Per Second,-,-,40,0,1,0,,,,Redeye,,,,,,,,,AP Per Second,0,0
Armor,DoK,Redeye,Boots,380,17,0,16,0,0,0,15,0,0,0,0,+1% Reduction in being Critically Hit,-,-,40,0,1,0,,,,,,,Redeye,,,,,,Reduction in being Critically Hit,0,0
Armor,DoK,Redeye,Cloak,0,21,0,21,0,0,0,17,0,91,76,73,-,-,-,40,0,0,0,,,,,,,,Redeye,,,,,0,0,0
Armor,DoK,Redeye,Gloves,380,0,12,13,0,12,0,21,0,0,0,0,-,-,-,40,0,1,0,,,,,Redeye,,,,,,,,0,0,0
Armor,DoK,Redeye,Helm,430,14,0,27,0,13,0,22,0,0,0,0,-,-,-,40,0,1,0,,Redeye,,,,,,,,,,,0,0,0
Armor,DoK,Redeye,Shoulders,430,20,0,22,0,0,0,13,0,0,0,0,+2% Reduced Armor Penetration,-,-,40,0,1,0,,,Redeye,,,,,,,,,,Reduced Armor Penetration,0,0
Armor,DoK,Sentinel,Belt,0,18,9,24,0,12,0,0,0,80,90,85,-,-,-,40,0,0,0,,,,,,Sentinel,,,,,,,0,0,0
Armor,DoK,Sentinel,Body,518,35,0,19,0,17,0,0,0,0,0,0,+60 Hit Points Every four Seconds,-,-,40,0,1,0,,,,Sentinel,,,,,,,,,Hit Points Every four Seconds,0,0
Armor,DoK,Sentinel,Boots,406,27,0,8,0,15,0,0,0,0,0,0,+2% Dodge,-,-,40,0,1,0,,,,,,,Sentinel,,,,,,Dodge,0,0
Armor,DoK,Sentinel,Gloves,406,15,0,23,0,10,0,0,0,0,0,0,+21 Melee Power,-,-,40,0,1,0,,,,,Sentinel,,,,,,,,Melee Power,0,0
Armor,DoK,Sentinel,Helm,462,18,12,0,0,29,0,0,0,0,0,0,+2% Block,-,-,40,0,1,0,,Sentinel,,,,,,,,,,,Block,0,0
Jewelry,DoK,Sentinel,Sent Jewelry,0,0,0,0,17,27,0,0,0,70,70,71,+3 AP Per Second,-,-,40,0,1,1,,,,,,,,,,,,,AP Per Second,0,0
Armor,DoK,Sentinel,Shoulders,462,,17,30,0,12,0,0,0,0,0,0,+2% Reduced Chance to be Parried,-,-,40,0,1,0,,,Sentinel,,,,,,,,,,Reduced Chance to be Parried,0,0
Armor,DoK,Sov Main,Belt,0,17,0,17,0,0,0,20,0,101,101,102,+2% Disrupt,+2% Dodge,-,40,75,0,0,,,,,,Sov Main,,,,,,,Disrupt,Dodge,0
Armor,DoK,Sov Main,Body,668,25,20,20,0,0,0,25,0,0,0,0,+1% Reduction in being Critically Hit,+1 AP Per Second,-,40,78,1,0,,,,Sov Main,,,,,,,,,Reduction in being Critically Hit,AP Per Second,0
Armor,DoK,Sov Main,Boots,494,21,19,0,0,0,0,21,0,0,0,0,+2% Disrupt,+1 Morale Per Second,-,40,76,1,0,,,,,,,Sov Main,,,,,,Disrupt,Morale Per Second,0
Armor,DoK,Sov Main,Cloak,0,0,15,23,0,0,0,20,0,102,101,101,+2% Healing Critical Chance,-,-,40,75,1,0,,,,,,,,Sov Main,,,,,Healing Critical Chance,0,0
Armor,DoK,Sov Main,Gloves,494,0,20,20,0,0,0,28,0,0,0,0,+1% Healing Critical Chance,-,-,40,76,1,0,,,,,Sov Main,,,,,,,,Healing Critical Chance,0,0
Armor,DoK,Sov Main,Helm,592,20,20,0,0,0,0,31,0,0,0,0,+2% Healing Critical Chance,-,-,40,77,1,0,,Sov Main,,,,,,,,,,,Healing Critical Chance,0,0
Jewelry,DoK,Sov Main,Jewelry,0,0,0,30,0,0,0,17,0,87,87,86,+2% Reduced Armor Penetration,+2 Morale Per Second,-,40,78,0,0,,,,,,,,,,,,,Reduced Armor Penetration,Morale Per Second,0
Armor,DoK,Sov Main,Shoulders,592,21,0,22,0,0,0,28,0,0,0,0,+2% Healing Critical Chance,-,-,40,77,1,0,,,Sov Main,,,,,,,,,,Healing Critical Chance,0,0
Armor,DoK,Sov Off,Belt,0,0,17,17,0,20,0,0,0,101,101,102,+2% Parry,+2% Dodge,-,40,75,0,0,,,,,,Sov Off,,,,,,,Parry,Dodge,0
Armor,DoK,Sov Off,Body,668,0,16,20,20,28,0,0,0,0,0,0,+4% Block,+0% Parry,+0% Parry,40,78,1,0,,,,Sov Off,,,,,,,,,Block,Parry,Parry
Armor,DoK,Sov Off,Boots,494,20,0,20,0,26,0,0,0,0,0,0,+2% Parry,-,-,40,76,1,0,,,,,,,Sov Off,,,,,,Parry,0,0
Armor,DoK,Sov Off,Cloak,0,15,0,23,0,20,0,0,0,102,101,101,+2 Critical Hit Rating,-,-,40,75,1,0,,,,,,,,Sov Off,,,,,0,0,0
Armor,DoK,Sov Off,Gloves,494,0,0,18,15,25,0,0,0,0,0,0,+2 Critical Hit Rating,-,-,40,76,1,0,,,,,Sov Off,,,,,,,,0,0,0
Armor,DoK,Sov Off,Helm,592,0,20,20,0,31,0,0,0,0,0,0,+2 Critical Hit Rating,-,-,40,77,1,0,,Sov Off,,,,,,,,,,,0,0,0
Jewelry,DoK,Sov Off,Jewelry,0,0,0,20,0,28,0,0,0,87,87,86,+4 AP Per Second,-,-,40,78,0,0,,,,,,,,,,,,,AP Per Second,0,0
Armor,DoK,Sov Off,Shoulders,592,0,0,28,21,32,0,0,0,0,0,0,+2% Block,+0% Parry,+0% Parry,40,77,1,0,,,Sov Off,,,,,,,,,,Block,Parry,Parry
Jewelry,DoK,The Winds,Band,0,4,12,0,0,0,0,0,0,178,104,89,-,-,-,35,0,0,0,,,,,,,,,,,,,0,0,0
